featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Guma,Guma,,34.5166667,6.6,Jonglei,Pibor,Boma,Churi,20,33.57175977,6.397469744,494,34.55929705,6.590669945,122,34.61852268,6.461929722
Moarkeyor,Moarkeyor,,32.77508853,6.60098933,Jonglei,Pibor,Gumuruk,Viveno,20,33.57175977,6.397469744,510,32.60915864,6.637009985,123,32.65821848,6.516592671
Doru,Doru,,31.56,6.61,Jonglei,Bor South,Jalle,Akuai-deng,15,32.00685054,6.467431196,383,31.57012681,6.593120854,94,31.48776381,6.650679136
Mawel,Mawel,,32.92975435,6.611468743,Jonglei,Pibor,Gumuruk,Manyloden,20,33.57175977,6.397469744,506,32.8573727,6.599354001,123,32.65821848,6.516592671
Niachaferaka,Niachaferaka,,32.80342642,6.61057528,Jonglei,Pibor,Gumuruk,Manyloden,20,33.57175977,6.397469744,506,32.8573727,6.599354001,123,32.65821848,6.516592671
Kolmerek,Kolmerek,,34.4,6.61933,Jonglei,Pibor,Boma,Churi,20,33.57175977,6.397469744,494,34.55929705,6.590669945,122,34.61852268,6.461929722
Kolmerek,Kolmerek,,31.51403864,6.620569601,Jonglei,Bor South,Jalle,Kolmarek,15,32.00685054,6.467431196,385,31.57469446,6.686067515,94,31.48776381,6.650679136
Verthert,Verthert,,33.2833338,6.620770772,Jonglei,Pibor,Verteth,Nuer,20,33.57175977,6.397469744,553,33.19175765,6.642803221,129,33.15816063,6.160969408
Dorat,Dorat,,33.28361487,6.621816801,Jonglei,Pibor,Verteth,Nuer,20,33.57175977,6.397469744,553,33.19175765,6.642803221,129,33.15816063,6.160969408
Kalana,Kalana,,32.85797229,6.6250998,Jonglei,Pibor,Gumuruk,Manyloden,20,33.57175977,6.397469744,506,32.8573727,6.599354001,123,32.65821848,6.516592671
Tolwa,Tolwa,,32.95,6.6333333,Jonglei,Pibor,Gumuruk,Manyloden,20,33.57175977,6.397469744,506,32.8573727,6.599354001,123,32.65821848,6.516592671
Lopaye,Lopaye,,33.71,6.64,Jonglei,Pibor,Marow,Munyma,20,33.57175977,6.397469744,531,33.95839313,6.628462127,126,34.11281384,6.568197246
Gumuruk,Gumuruk,,32.90915367,6.634491252,Jonglei,Pibor,Gumuruk,Lawol,20,33.57175977,6.397469744,505,32.89238092,6.781620352,123,32.65821848,6.516592671
Manyu,Manyu,,33.26370703,6.649474524,Jonglei,Pibor,Pibor,Kuluzur,20,33.57175977,6.397469744,539,33.43842928,6.528132298,128,33.36549689,6.677655545
Manyal,Manyal,,32.94380971,6.648991252,Jonglei,Pibor,Gumuruk,Lawol,20,33.57175977,6.397469744,505,32.89238092,6.781620352,123,32.65821848,6.516592671
Gumuru,Gumuru,,32.91061379,6.655234481,Jonglei,Pibor,Gumuruk,Lawol,20,33.57175977,6.397469744,505,32.89238092,6.781620352,123,32.65821848,6.516592671
Abodit,Abodit,,31.46480698,6.656947956,Jonglei,Bor South,Jalle,Kuei-juet,15,32.00685054,6.467431196,386,31.40564615,6.611810266,94,31.48776381,6.650679136
Gembeza,Gembeza,,31.81818,6.66364,Jonglei,Bor South,Baidit,Makol-chuei,15,32.00685054,6.467431196,369,32.02543365,6.793434634,92,31.9116346,6.749876822
Labarab,Labarab,Labraab,33.97191687,6.674819181,Jonglei,Pibor,Marow,Munyma,20,33.57175977,6.397469744,531,33.95839313,6.628462127,126,34.11281384,6.568197246
Tungyun,Tungyun,,32.8856658,6.666416407,Jonglei,Pibor,Gumuruk,Gumuruk Centre,20,33.57175977,6.397469744,502,32.89506988,6.642925234,123,32.65821848,6.516592671
Famaj,Famaj,,31.53278603,6.667551471,Jonglei,Bor South,Jalle,Kolmarek,15,32.00685054,6.467431196,385,31.57469446,6.686067515,94,31.48776381,6.650679136
Jalle,Jalle,Jallei,31.47791809,6.671309729,Jonglei,Bor South,Jalle,Jalle,15,32.00685054,6.467431196,384,31.502256,6.741301382,94,31.48776381,6.650679136
Muni,Muni,,31.70273,6.67091,Jonglei,Bor South,Baidit,Manydeng,15,32.00685054,6.467431196,370,31.71841007,6.727304373,92,31.9116346,6.749876822
Dorein,Dorein,,33.28249487,6.609155261,Jonglei,Pibor,Verteth,Nuer,20,33.57175977,6.397469744,553,33.19175765,6.642803221,129,33.15816063,6.160969408
Bobolein,Bobolein,,32.95011304,6.675778967,Jonglei,Pibor,Gumuruk,Lawol,20,33.57175977,6.397469744,505,32.89238092,6.781620352,123,32.65821848,6.516592671
Bobolein,Bobolein,,32.92459498,6.677560818,Jonglei,Pibor,Gumuruk,Tangnyang,20,33.57175977,6.397469744,509,32.7093501,6.87718339,123,32.65821848,6.516592671
Bilait,Bilait,,33.24457125,6.682772228,Jonglei,Pibor,Pibor,Kuluzur,20,33.57175977,6.397469744,539,33.43842928,6.528132298,128,33.36549689,6.677655545
Manbitshei,Manbitshei,,33.07,6.69,Jonglei,Pibor,Verteth,Kelebeta,20,33.57175977,6.397469744,548,33.06426716,6.713773463,129,33.15816063,6.160969408
Fertait,Fertait,,33.17758961,6.69806274,Jonglei,Pibor,Verteth,Nuer,20,33.57175977,6.397469744,553,33.19175765,6.642803221,129,33.15816063,6.160969408
Lawol,Lawol,,32.96603237,6.700503746,Jonglei,Pibor,Gumuruk,Lawol,20,33.57175977,6.397469744,505,32.89238092,6.781620352,123,32.65821848,6.516592671
Gichalier,Gichalier,,33.05076233,6.701907239,Jonglei,Pibor,Verteth,Kelebeta,20,33.57175977,6.397469744,548,33.06426716,6.713773463,129,33.15816063,6.160969408
Narful,Narful,,33.17643647,6.706201688,Jonglei,Pibor,Pibor,Lenyirieth,20,33.57175977,6.397469744,541,33.13554504,6.750463185,128,33.36549689,6.677655545
Manbisha,Manbisha,,33.06956323,6.710946206,Jonglei,Pibor,Verteth,Kelebeta,20,33.57175977,6.397469744,548,33.06426716,6.713773463,129,33.15816063,6.160969408
Juet,Juet,,31.43066312,6.722399287,Jonglei,Bor South,Jalle,Kuei-juet,15,32.00685054,6.467431196,386,31.40564615,6.611810266,94,31.48776381,6.650679136
Dhiam Dhiam,Dhiam Dhiam,,31.32636,6.72727,Jonglei,Twic East,Pakeer,Piol,22,31.32099379,7.102476613,606,31.34450937,6.73582113,139,31.465949,6.876629689
Beh,Beh,,33.03745868,6.72715929,Jonglei,Pibor,Verteth,Kelebeta,20,33.57175977,6.397469744,548,33.06426716,6.713773463,129,33.15816063,6.160969408
Lichinairo,Lichinairo,,33.11255296,6.73172733,Jonglei,Pibor,Verteth,Nuer,20,33.57175977,6.397469744,553,33.19175765,6.642803221,129,33.15816063,6.160969408
Bolotinganu,Bolotinganu,,33.16735098,6.738514658,Jonglei,Pibor,Pibor,Kuluzur,20,33.57175977,6.397469744,539,33.43842928,6.528132298,128,33.36549689,6.677655545
Belichinanu,Belichinanu,,33.16613448,6.73961684,Jonglei,Pibor,Pibor,Kuluzur,20,33.57175977,6.397469744,539,33.43842928,6.528132298,128,33.36549689,6.677655545
Apati,Apati,,33.06873979,6.746876143,Jonglei,Pibor,Pibor,Thangong,20,33.57175977,6.397469744,546,33.05012544,6.800605415,128,33.36549689,6.677655545
Jalle,Jalle,,31.41536005,6.74891672,Jonglei,Bor South,Jalle,Kuei-juet,15,32.00685054,6.467431196,386,31.40564615,6.611810266,94,31.48776381,6.650679136
Locholoro,Locholoro,,32.59838562,6.753096426,Jonglei,Pibor,Gumuruk,Viveno,20,33.57175977,6.397469744,510,32.60915864,6.637009985,123,32.65821848,6.516592671
Atcherah,Atcherah,,33.06071864,6.753852552,Jonglei,Pibor,Pibor,Thangong,20,33.57175977,6.397469744,546,33.05012544,6.800605415,128,33.36549689,6.677655545
Lopoloden,Lopoloden,,33.13724574,6.755902975,Jonglei,Pibor,Pibor,Lenyirieth,20,33.57175977,6.397469744,541,33.13554504,6.750463185,128,33.36549689,6.677655545
Bea,Bea,,32.49477952,6.758152104,Jonglei,Pibor,Gumuruk,Viveno,20,33.57175977,6.397469744,510,32.60915864,6.637009985,123,32.65821848,6.516592671
Nabaka,Nabaka,,33.16116479,6.759282334,Jonglei,Pibor,Pibor,Kuluzur,20,33.57175977,6.397469744,539,33.43842928,6.528132298,128,33.36549689,6.677655545
Pagarua,Pagarua,,31.6015,6.7625,Jonglei,Bor South,Jalle,Kolmarek,15,32.00685054,6.467431196,385,31.57469446,6.686067515,94,31.48776381,6.650679136
Neubeli,Neubeli,,34.25,6.7666667,Jonglei,Pochalla,Pochalla,Odongol,21,33.8134686,7.116413536,577,34.15206301,6.821502606,134,33.96740682,6.901433044
Tukol,Tukol,,33.915535,6.7685656,Jonglei,Pibor,Marow,Munyma,20,33.57175977,6.397469744,531,33.95839313,6.628462127,126,34.11281384,6.568197246
Katuruchi,Katuruchi,,33.09425529,6.770751256,Jonglei,Pibor,Pibor,Kavachoch,20,33.57175977,6.397469744,538,33.15738161,6.777092786,128,33.36549689,6.677655545
Walichmar,Walichmar,,33.09609264,6.781599607,Jonglei,Pibor,Pibor,Kavachoch,20,33.57175977,6.397469744,538,33.15738161,6.777092786,128,33.36549689,6.677655545
Akoich,Akoich,,31.5833333,6.7833333,Jonglei,Bor South,Jalle,Jalle,15,32.00685054,6.467431196,384,31.502256,6.741301382,94,31.48776381,6.650679136
Lobilla,Lobilla,,33.15,6.7833333,Jonglei,Pibor,Pibor,Kavachoch,20,33.57175977,6.397469744,538,33.15738161,6.777092786,128,33.36549689,6.677655545
Goltin,Goltin,,33.14707686,6.784431479,Jonglei,Pibor,Pibor,Pibor,20,33.57175977,6.397469744,545,33.1383507,6.807862006,128,33.36549689,6.677655545
Nyang,Nyang,,31.46561629,6.785377664,Jonglei,Bor South,Jalle,Jalle,15,32.00685054,6.467431196,384,31.502256,6.741301382,94,31.48776381,6.650679136
Lochifor,Lochifor,,33.10641483,6.793141847,Jonglei,Pibor,Pibor,Kavachoch,20,33.57175977,6.397469744,538,33.15738161,6.777092786,128,33.36549689,6.677655545
Kuyi,Kuyi,,33.15833574,6.796078297,Jonglei,Pibor,Pibor,Kuyi,20,33.57175977,6.397469744,540,33.23171576,6.893484738,128,33.36549689,6.677655545
Ajak,Ajak,,31.47062818,6.800944754,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Pibor Town,Pibor Town,Pibor,33.1295477,6.799929614,Jonglei,Pibor,Pibor,Pibor,20,33.57175977,6.397469744,545,33.1383507,6.807862006,128,33.36549689,6.677655545
Lotilla Bridge,Lotilla Bridge,,33.0333333,6.8,Jonglei,Pibor,Pibor,Thangong,20,33.57175977,6.397469744,546,33.05012544,6.800605415,128,33.36549689,6.677655545
Werawet,Werawet,,31.46196983,6.807664039,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Adior,Adior,,31.79333,6.8125,Jonglei,Bor South,Baidit,Manydeng,15,32.00685054,6.467431196,370,31.71841007,6.727304373,92,31.9116346,6.749876822
Dkwot,Dkwot,,31.4530556,6.82,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Nyang Gnok,Nyang Gnok,,31.4505556,6.8263889,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Fachil Jiak,Fachil Jiak,,31.6166667,6.8333333,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Dengori,Dengori,,34.2333333,6.8333333,Jonglei,Pochalla,Pochalla,Odongol,21,33.8134686,7.116413536,577,34.15206301,6.821502606,134,33.96740682,6.901433044
Manyeran,Manyeran,Manyiarany bolen,33.09049173,6.830919549,Jonglei,Pibor,Pibor,Manyirany,20,33.57175977,6.397469744,542,33.1036633,6.829474524,128,33.36549689,6.677655545
Pakayr,Pakayr,,31.32488917,6.833483652,Jonglei,Twic East,Pakeer,Maar,22,31.32099379,7.102476613,603,31.28769917,6.790882403,139,31.465949,6.876629689
Ajar,Ajar,,31.4363889,6.8366667,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Mantoloch,Mantoloch,,33.11761927,6.837019043,Jonglei,Pibor,Pibor,Manyirany,20,33.57175977,6.397469744,542,33.1036633,6.829474524,128,33.36549689,6.677655545
Kelo,Kelo,,33.67,6.839999992,Jonglei,Pochalla,Pochalla,Ogaa,21,33.8134686,7.116413536,578,33.82945194,6.891775346,134,33.96740682,6.901433044
Pajur,Pajur,,31.39,6.84,Jonglei,Twic East,Pakeer,Nyany,22,31.32099379,7.102476613,605,31.47759687,6.821219323,139,31.465949,6.876629689
Jonglie,Jonglie,Jonglei,31.3016577,6.84447407,Jonglei,Twic East,Pakeer,Maar,22,31.32099379,7.102476613,603,31.28769917,6.790882403,139,31.465949,6.876629689
Kuac,Kuac,,34.44,6.85,Jonglei,Pochalla,Akiela,Ongeda,21,33.8134686,7.116413536,564,34.38963723,6.83458875,131,34.39985064,6.842852425
Payom,Payom,,31.33917968,6.8532293,Jonglei,Twic East,Pakeer,Maar,22,31.32099379,7.102476613,603,31.28769917,6.790882403,139,31.465949,6.876629689
Agangrial,Agangrial,,32.38288,6.85533,Jonglei,Bor South,Makuach,Kapat,15,32.00685054,6.467431196,391,32.21955524,6.623011484,96,32.18293479,6.599248197
Manyumen,Manyumen,,33.11825727,6.856213811,Jonglei,Pibor,Pibor,Manyumen,20,33.57175977,6.397469744,543,33.11905541,6.860097018,128,33.36549689,6.677655545
Mawu,Mawu,,32.5166667,6.8666667,Jonglei,Bor South,Makuach,Kapat,15,32.00685054,6.467431196,391,32.21955524,6.623011484,96,32.18293479,6.599248197
Boychweng,Boychweng,,31.4452778,6.8725,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Wunkok,Wunkok,,33.07434458,6.876973787,Jonglei,Pibor,Pibor,Wunkok,20,33.57175977,6.397469744,547,33.14117402,6.943976162,128,33.36549689,6.677655545
Pachawey,Pachawey,,31.33087557,6.879827226,Jonglei,Twic East,Pakeer,Marial,22,31.32099379,7.102476613,604,31.2581364,6.8755894,139,31.465949,6.876629689
Maar,Maar,,31.37791525,6.883040849,Jonglei,Twic East,Pakeer,Maar,22,31.32099379,7.102476613,603,31.28769917,6.790882403,139,31.465949,6.876629689
Chik Chik,Chik Chik,,31.65,6.8833333,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Lieg,Lieg,,34.45086546,6.891403324,Jonglei,Pochalla,Akiela,Ongeda,21,33.8134686,7.116413536,564,34.38963723,6.83458875,131,34.39985064,6.842852425
Dweyr,Dweyr,,31.4594444,6.8952778,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Paget,Paget,,31.32787036,6.897443559,Jonglei,Twic East,Pakeer,Marial,22,31.32099379,7.102476613,604,31.2581364,6.8755894,139,31.465949,6.876629689
Layr,Layr,,34.423973,6.897762347,Jonglei,Pochalla,Akiela,Ongeda,21,33.8134686,7.116413536,564,34.38963723,6.83458875,131,34.39985064,6.842852425
Awangak,Awangak,,31.5833333,6.9,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Pathol,Pathol,,31.35703,6.90125,Jonglei,Twic East,Pakeer,Marial,22,31.32099379,7.102476613,604,31.2581364,6.8755894,139,31.465949,6.876629689
Lokli,Lokli,,33.07674415,6.902268029,Jonglei,Pibor,Lekuangole,Manytakar,20,33.57175977,6.397469744,522,33.00027628,6.897017809,125,32.89151561,7.113199566
Pentin,Pentin,,34.42547386,6.907343099,Jonglei,Pochalla,Akiela,Ongeda,21,33.8134686,7.116413536,564,34.38963723,6.83458875,131,34.39985064,6.842852425
Chikeyr,Chikeyr,,31.47048817,6.910082901,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Pakeer,Pakeer,,31.35832,6.909515,Jonglei,Twic East,Pakeer,Marial,22,31.32099379,7.102476613,604,31.2581364,6.8755894,139,31.465949,6.876629689
Chindura,Chindura,,33.03423614,6.919088859,Jonglei,Pibor,Lekuangole,Manytakar,20,33.57175977,6.397469744,522,33.00027628,6.897017809,125,32.89151561,7.113199566
Kongor,Kongor,,32.958333,6.924444,Jonglei,Pibor,Lekuangole,Kongor,20,33.57175977,6.397469744,519,32.74127572,7.081699234,125,32.89151561,7.113199566
Ruar Bok,Ruar Bok,,31.7,6.9333333,Jonglei,Bor South,Baidit,Manydeng,15,32.00685054,6.467431196,370,31.71841007,6.727304373,92,31.9116346,6.749876822
Mantakaro,Mantakaro,,33.04801213,6.93689714,Jonglei,Pibor,Lekuangole,Manydhing,20,33.57175977,6.397469744,521,33.02336479,6.96687611,125,32.89151561,7.113199566
Longo,Longo,,31.52414277,6.937572255,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Pajongkot,Pajongkot,,31.3751096,6.938747841,Jonglei,Twic East,Ajuong,Paweel,22,31.32099379,7.102476613,583,31.32688977,6.930181746,135,31.16843272,6.971269407
Assaung,Assaung,,31.40014821,6.944246512,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Pagok,Pagok,,31.37493,6.94862,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Fatwotbeir,Fatwotbeir,,31.6833333,6.95,Jonglei,Twic East,Pakeer,Adubaar,22,31.32099379,7.102476613,602,31.58872872,6.952978005,139,31.465949,6.876629689
Bwoba,Bwoba,,34.2166667,6.95,Jonglei,Pochalla,Pochalla,Odongol,21,33.8134686,7.116413536,577,34.15206301,6.821502606,134,33.96740682,6.901433044
Paliau,Paliau,,32.9964784,6.951605391,Jonglei,Pibor,Lekuangole,Manydhing,20,33.57175977,6.397469744,521,33.02336479,6.96687611,125,32.89151561,7.113199566
Fatok,Fatok,,31.40720457,6.950805889,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Yarahom,Yarahom,,31.37375,6.955758929,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Akok,Akok,,31.30415246,6.956823534,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Katelain,Katelain,,32.495966,6.958199,Jonglei,Pibor,Gumuruk,Ngachavarachiz,20,33.57175977,6.397469744,508,32.6102745,6.813764284,123,32.65821848,6.516592671
Paliau,Paliau,PALIAU CENTER,31.3734894,6.959691128,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Piomwek,Piomwek,,31.37042,6.96247,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Ajon,Ajon,,31.42100074,6.964343842,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Chargoz,Chargoz,,33.01689516,6.964548185,Jonglei,Pibor,Lekuangole,Wunngony,20,33.57175977,6.397469744,526,32.92564996,7.000197846,125,32.89151561,7.113199566
Guer,Guer,,31.37109859,6.966368438,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Paguetkir,Paguetkir,,31.3627,6.96649,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Uphal,Uphal,,34.27323195,6.967161813,Jonglei,Pochalla,Akiela,Okadi,21,33.8134686,7.116413536,563,34.28274682,6.949652252,131,34.39985064,6.842852425
Malkudung,Malkudung,,31.41982649,6.972779545,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Luak,Luak,,31.39646031,6.977671567,Jonglei,Twic East,Ajuong,Paliau,22,31.32099379,7.102476613,582,31.40249026,6.965344121,135,31.16843272,6.971269407
Abwong,Abwong,,31.13,6.98,Jonglei,Twic East,Ajuong,Akuoch,22,31.32099379,7.102476613,580,31.12195022,6.975332262,135,31.16843272,6.971269407
Tarkwem,Tarkwem,,31.29,6.98,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Pabangmar,Pabangmar,,31.30311104,6.980399547,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Akuich,Akuich,,31.23349726,6.983844992,Jonglei,Twic East,Nyuak,Lualajokbil,22,31.32099379,7.102476613,596,31.29341363,7.018849178,138,31.481268,7.091612432
Akowit,Akowit,,31.05,6.99,Jonglei,Twic East,Ajuong,Akuoch,22,31.32099379,7.102476613,580,31.12195022,6.975332262,135,31.16843272,6.971269407
Lakatang,Lakatang,,33.02030744,6.990374325,Jonglei,Pibor,Lekuangole,Manydhing,20,33.57175977,6.397469744,521,33.02336479,6.96687611,125,32.89151561,7.113199566
Tarkwem,Tarkwem,,31.2811533,6.993609283,Jonglei,Twic East,Nyuak,Lualajokbil,22,31.32099379,7.102476613,596,31.29341363,7.018849178,138,31.481268,7.091612432
Adangol,Adangol,,34.25780816,6.996718539,Jonglei,Pochalla,Akiela,Okadi,21,33.8134686,7.116413536,563,34.28274682,6.949652252,131,34.39985064,6.842852425
Ajibja,Ajibja,,31.38,7,Jonglei,Twic East,Ajuong,Ngawai,22,31.32099379,7.102476613,581,31.33688647,6.973764908,135,31.16843272,6.971269407
Ukaadi,Ukaadi,Okadi,34.25,7,Jonglei,Pochalla,Pochalla,Odongol,21,33.8134686,7.116413536,577,34.15206301,6.821502606,134,33.96740682,6.901433044
Bior Arbit,Bior Arbit,,31.44354407,7.010810477,Jonglei,Twic East,Nyuak,Wutkoro,22,31.32099379,7.102476613,601,31.44525249,7.023983899,138,31.481268,7.091612432
Etchen,Etchen,Achen,33.0394295,7.023216597,Jonglei,Pibor,Lekuangole,Manydhing,20,33.57175977,6.397469744,521,33.02336479,6.96687611,125,32.89151561,7.113199566
Piom Pur,Piom Pur,,31.26690046,7.028519537,Jonglei,Twic East,Nyuak,Lualajokbil,22,31.32099379,7.102476613,596,31.29341363,7.018849178,138,31.481268,7.091612432
Dung Kvak,Dung Kvak,,31.31205578,7.029281572,Jonglei,Twic East,Nyuak,Lualajokbil,22,31.32099379,7.102476613,596,31.29341363,7.018849178,138,31.481268,7.091612432
Pachwil,Pachwil,,31.20229594,7.030302814,Jonglei,Twic East,Nyuak,Wangulei,22,31.32099379,7.102476613,600,31.26550727,7.07888864,138,31.481268,7.091612432
Ugar,Ugar,,34.21592658,7.027877866,Jonglei,Pochalla,Pochalla,Ogaa,21,33.8134686,7.116413536,578,33.82945194,6.891775346,134,33.96740682,6.901433044
N'dwetti,Ndwetti,,33.65706203,7.032548075,Jonglei,Pochalla,Adongo,Kutnguech,21,33.8134686,7.116413536,558,33.51942319,7.152702582,130,33.58675969,7.158296225
Obwodi,Obwodi,,34.1333333,7.0333333,Jonglei,Pochalla,Pochalla,Ogaa,21,33.8134686,7.116413536,578,33.82945194,6.891775346,134,33.96740682,6.901433044
Ajangno,Ajangno,,34.15,7.0333333,Jonglei,Pochalla,Pochalla,Ogaa,21,33.8134686,7.116413536,578,33.82945194,6.891775346,134,33.96740682,6.901433044
Fakoi,Fakoi,,31.46,7.04,Jonglei,Twic East,Nyuak,Wutkoro,22,31.32099379,7.102476613,601,31.44525249,7.023983899,138,31.481268,7.091612432
Pagot,Pagot,,31.26768945,7.041354526,Jonglei,Twic East,Nyuak,Lualajokbil,22,31.32099379,7.102476613,596,31.29341363,7.018849178,138,31.481268,7.091612432
